UID,UNAME,TYPE,PID,PNAME,nVisees   ,tauxDeReponse   ,enEmploi   ,rechercheEmploi   ,auxEtudes   ,pInactives   ,tauxDeChomage   ,emploiTempsPlein   ,dureeDeRecherche    ,salaireHebdoBrut   ,emploiEnRapport   ,enRapport   
978001,UQAM,0,5499,Études pluridisciplinaires en sciences humaines, 42  , 81.0   , 50.0   , 0.0   , 50.0   , 0.0   , 0.0   , 82.4   , 5    , 701   , 71.4   , 94.1   
978001,UQAM,0,5585,"Linguistique (phonétique, sémantique, philologie)", 25  , 80.0   , 60.0   , 0.0   , 35.0   , 5.0   , 0.0   , 83.3   , 15    , 629   , 30.0   , 71.4   
978001,UQAM,0,5590,"Français, en général, et français, langue maternelle", 105  , 72.4   , 36.8   , 3.9   , 57.9   , 1.3   , 9.7   , 78.6   , 4    , 804   , 40.9   , 90.9   
978001,UQAM,0,5600,Droit, 107  , 72.0   , 49.4   , 5.2   , 35.1   , 10.4   , 9.5   , 94.7   , 4    , 858   , 91.7   , 77.8   
978001,UQAM,0,5700,Études pluridisciplinaires en sciences de l'éducation, 19  , 63.2   , 50.0   , 8.3   , 41.7   , 0.0   , 14.3   , 66.7   , 13    , 866   , 0.0   , 60.0   
978001,UQAM,0,5703,Formation des enseignants au préscolaire, 12  , 91.7   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 90.9   , 1    , 831   , 100.0   ,-   
978001,UQAM,0,5704,Formation des enseignants au préscolaire et au primaire, 176  , 77.3   , 92.6   , 0.7   , 2.9   , 3.7   , 0.8   , 88.9   , 3    , 771   , 97.3   , 50.0   
978001,UQAM,0,5705,Formation des enseignants spécialistes au primaire et au secondaire, 196  , 73.5   , 87.5   , 1.4   , 7.6   , 3.5   , 1.6   , 75.4   , 5    , 876   , 97.9   , 81.8   
978001,UQAM,0,5706,Formation des enseignants spécialistes en adaptation scolaire (orthopédagogie), 100  , 80.0   , 92.5   , 0.0   , 6.3   , 1.3   , 0.0   , 95.9   , 1    , 802   , 95.8   , 80.0   
978001,UQAM,0,5708,Formation des enseignants au secondaire, 159  , 75.5   , 84.2   , 3.3   , 9.2   , 3.3   , 3.8   , 78.2   , 3    , 805   , 91.1   , 90.9   
978001,UQAM,0,5709,Formation des enseignants de l'enseignement professionnel au secondaire et au collégial, 25  , 84.0   , 76.2   , 4.8   , 9.5   , 9.5   , 5.9   , 81.3   , 1    ,1 256   , 69.2   , 100.0   
978001,UQAM,0,5800,Administration des affaires, 381  , 66.9   , 86.3   , 3.5   , 7.5   , 2.7   , 3.9   , 96.4   , 10    , 948   , 80.2   , 68.4   
978001,UQAM,0,5802,Comptabilité et sciences comptables, 321  , 72.3   , 84.5   , 3.4   , 10.3   , 1.7   , 3.9   , 94.9   , 8    , 930   , 90.3   , 83.3   
978001,UQAM,0,5806,Gestion et administration des entreprises, 8  , 87.5   , 85.7   , 0.0   , 14.3   , 0.0   , 0.0   , 100.0   , 9    , 853   , 33.3   , 0.0   
978001,UQAM,0,5809,Marketing et achats, 30  , 66.7   , 95.0   , 0.0   , 5.0   , 0.0   , 0.0   , 100.0   , 11    , 842   , 57.9   , 100.0   
978001,UQAM,0,5815,Gestion du personnel, 108  , 68.5   , 81.1   , 5.4   , 10.8   , 2.7   , 6.3   , 96.7   , 13    , 904   , 86.2   , 87.5   
978001,UQAM,0,5871,Gestion de la production, 9  , 66.7   , 50.0   , 16.7   , 16.7   , 16.7   , 25.0   , 100.0   , 26    , 813   , 66.7   , 100.0   
978001,UQAM,0,5880,Administration publique, 13  , 61.5   , 75.0   , 0.0   , 25.0   , 0.0   , 0.0   , 100.0   , 5    ,1 207   , 66.7   , 50.0   
978001,UQAM,0,5888,Études pluridisciplinaires en administration, 129  , 60.5   , 91.0   , 1.3   , 5.1   , 2.6   , 1.4   , 100.0   , 10    ,1 039   , 76.1   , 100.0   
978001,UQAM,0,5903,Histoire de l'art, 38  , 78.9   , 33.3   , 3.3   , 56.7   , 6.7   , 9.1   , 80.0   , 9    , 600   , 25.0   , 76.5   
978001,UQAM,0,5905,Musique, 35  , 74.3   , 61.5   , 3.8   , 30.8   , 3.8   , 5.9   , 56.3   , 15    , 750   , 77.8   , 62.5   
978001,UQAM,0,5907,Art dramatique, 33  , 87.9   , 58.6   , 3.4   , 27.6   , 10.3   , 5.6   , 52.9   , 27    , 487   , 88.9   , 100.0   
978001,UQAM,0,5908,"Mouvement expressif, danse, mime, rythmique", 10  , 90.0   , 33.3   , 0.0   , 66.7   , 0.0   , 0.0   , 33.3   ,x    ,x   , 0.0   , 66.7   
978001,UQAM,0,5909,"Design appliqué (céramique, tissage, orfèvrerie, décor)", 66  , 59.1   , 79.5   , 0.0   , 15.4   , 5.1   , 0.0   , 93.5   , 7    , 868   , 72.4   , 50.0   
978001,UQAM,0,5971,Arts graphiques (communications graphiques), 106  , 78.3   , 67.5   , 1.2   , 24.1   , 7.2   , 1.8   , 76.8   , 6    , 726   , 81.4   , 80.0   
978001,UQAM,0,8000,Études plurisectorielles, 55  , 60.0   , 81.8   , 0.0   , 15.2   , 3.0   , 0.0   , 88.9   , 27    , 827   , 79.2   , 100.0   
978001,UQAM,1,5243,Météorologie et sciences de l'atmosphère, 10  , 70.0   , 28.6   , 14.3   , 42.9   , 14.3   , 33.3   , 100.0   ,x    ,x   , 100.0   , 66.7   
978001,UQAM,1,5245,Chimie, 16  , 75.0   , 58.3   , 16.7   , 25.0   , 0.0   , 22.2   , 85.7   , 7    , 872   , 100.0   , 100.0   
978001,UQAM,1,5363,Génie industriel et administratif, 6  , 66.7   , 75.0   , 0.0   , 25.0   , 0.0   , 0.0   , 100.0   , 26    ,1 250   , 100.0   , 100.0   
978001,UQAM,1,5380,Sciences de l'activité physique, 9  , 100.0   , 55.6   , 0.0   , 44.4   , 0.0   , 0.0   , 80.0   , 1    ,1 051   , 100.0   , 75.0   
978001,UQAM,1,5410,Communications et journalisme, 39  , 64.1   , 76.0   , 0.0   , 20.0   , 4.0   , 0.0   , 78.9   , 8    ,1 023   , 93.3   , 100.0   
978001,UQAM,1,5420,Psychologie, 41  , 68.3   , 21.4   , 0.0   , 75.0   , 3.6   , 0.0   , 50.0   , 1    ,1 176   , 100.0   , 100.0   
978001,UQAM,1,5434,Économique, 14  , 64.3   , 77.8   , 0.0   , 22.2   , 0.0   , 0.0   , 100.0   , 9    ,1 340   , 85.7   , 100.0   
978001,UQAM,1,5435,Histoire, 24  , 70.8   , 70.6   , 11.8   , 11.8   , 5.9   , 14.3   , 75.0   , 22    , 923   , 33.3   , 50.0   
978001,UQAM,1,5437,Sciences politiques, 53  , 66.0   , 74.3   , 0.0   , 25.7   , 0.0   , 0.0   , 84.6   , 17    , 881   , 86.4   , 88.9   
978001,UQAM,1,5438,Sociologie, 22  , 68.2   , 40.0   , 13.3   , 46.7   , 0.0   , 25.0   , 100.0   , 30    ,1 074   , 83.3   , 100.0   
978001,UQAM,1,5471,Sexologie, 27  , 74.1   , 90.0   , 0.0   , 10.0   , 0.0   , 0.0   , 50.0   , 6    ,1 044   , 88.9   , 100.0   
978001,UQAM,1,5585,"Linguistique (phonétique, sémantique, philologie)", 22  , 72.7   , 75.0   , 6.3   , 18.8   , 0.0   , 7.7   , 66.7   , 15    , 962   , 87.5   , 66.7   
978001,UQAM,1,5590,"Français, en général, et français, langue maternelle", 47  , 76.6   , 69.4   , 2.8   , 25.0   , 2.8   , 3.8   , 60.0   , 5    , 787   , 86.7   , 77.8   
978001,UQAM,1,5600,Droit, 16  , 75.0   , 58.3   , 8.3   , 25.0   , 8.3   , 12.5   , 71.4   , 12    ,1 274   , 60.0   , 66.7   
978001,UQAM,1,5700,Études pluridisciplinaires en sciences de l'éducation, 39  , 76.9   , 83.3   , 6.7   , 10.0   , 0.0   , 7.4   , 84.0   , 15    ,1 122   , 85.7   , 100.0   
978001,UQAM,1,5800,Administration des affaires, 296  , 61.1   , 91.7   , 1.7   , 3.3   , 3.3   , 1.8   , 95.2   , 13    ,1 580   , 88.6   , 83.3   
978001,UQAM,1,5804,Opérations bancaires et finance, 44  , 56.8   , 72.0   , 12.0   , 16.0   , 0.0   , 14.3   , 94.4   , 21    ,1 112   , 76.5   , 75.0   
978001,UQAM,1,5806,Gestion et administration des entreprises, 60  , 68.3   , 97.6   , 2.4   , 0.0   , 0.0   , 2.4   , 92.5   , 4    ,1 195   , 94.6   ,-   
978001,UQAM,1,5902,"Arts plastiques (peinture, dessin, sculpture)", 13  , 61.5   , 62.5   , 25.0   , 12.5   , 0.0   , 28.6   , 40.0   ,x    ,x   , 100.0   , 100.0   
978001,UQAM,1,5903,Histoire de l'art, 19  , 94.7   , 50.0   , 0.0   , 44.4   , 5.6   , 0.0   , 77.8   , 12    , 828   , 42.9   , 100.0   
978001,UQAM,1,8000,Études plurisectorielles, 9  , 77.8   , 85.7   , 0.0   , 14.3   , 0.0   , 0.0   , 66.7   , 26    , 721   , 75.0   , 100.0   
978001,UQAM,1,8076,Environnement (qualité du milieu et pollution), 31  , 64.5   , 75.0   , 0.0   , 20.0   , 5.0   , 0.0   , 93.3   , 7    ,1 012   , 78.6   , 50.0   
978002,UQTR,0,5104,Sciences infirmières et nursing, 136  , 73.5   , 92.0   , 0.0   , 6.0   , 2.0   , 0.0   , 90.2   , 3    ,1 141   , 96.4   , 100.0   
978002,UQTR,0,5105,Pratique sage-femme, 18  , 83.3   , 86.7   , 0.0   , 6.7   , 6.7   , 0.0   , 69.2   , 1    , 900   , 88.9   , 100.0   
978002,UQTR,0,5122,Chiropratique, 39  , 76.9   , 86.7   , 0.0   , 13.3   , 0.0   , 0.0   , 46.2   ,x    ,x   , 100.0   , 100.0   
978002,UQTR,0,5150,Autres professions de la santé, 18  , 83.3   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 80.0   ,n.d.    ,x   , 100.0   ,-   
978002,UQTR,0,5199,Études pluridisciplinaires en sciences de la santé, 59  , 72.9   , 30.2   , 0.0   , 69.8   , 0.0   , 0.0   , 100.0   , 4    , 811   , 76.9   , 90.0   
978002,UQTR,0,5200,Sciences biologiques, 26  , 69.2   , 27.8   , 16.7   , 50.0   , 5.6   , 37.5   , 100.0   , 32    , 774   , 60.0   , 88.9   
978002,UQTR,0,5230,Mathématiques, 5  , 100.0   , 40.0   , 0.0   , 40.0   , 20.0   , 0.0   , 100.0   ,x    ,x   , 100.0   , 100.0   
978002,UQTR,0,5359,"Génie électrique, électronique et des communications", 13  , 76.9   , 80.0   , 0.0   , 20.0   , 0.0   , 0.0   , 100.0   , 18    , 877   , 87.5   , 100.0   
978002,UQTR,0,5360,Génie mécanique, 30  , 60.0   , 94.4   , 0.0   , 5.6   , 0.0   , 0.0   , 100.0   , 10    , 971   , 82.4   , 100.0   
978002,UQTR,0,5363,Génie industriel et administratif, 27  , 74.1   , 70.0   , 5.0   , 20.0   , 5.0   , 6.7   , 100.0   , 9    ,1 088   , 92.9   , 100.0   
978002,UQTR,0,5380,Sciences de l'activité physique, 37  , 73.0   , 66.7   , 3.7   , 25.9   , 3.7   , 5.3   , 88.9   , 10    , 713   , 93.8   , 100.0   
978002,UQTR,0,5420,Psychologie, 97  , 74.2   , 38.9   , 1.4   , 54.2   , 5.6   , 3.4   , 75.0   , 8    , 741   , 47.6   , 89.7   
978002,UQTR,0,5436,Géographie, 9  , 66.7   , 33.3   , 16.7   , 50.0   , 0.0   , 33.3   , 50.0   ,x    ,x   , 100.0   , 100.0   
978002,UQTR,0,5473,Psychoéducation, 105  , 73.3   , 61.0   , 0.0   , 33.8   , 5.2   , 0.0   , 87.2   , 1    , 898   , 95.1   , 100.0   
978002,UQTR,0,5478,Animation sociale ou communautaire, 72  , 63.9   , 71.7   , 4.3   , 21.7   , 2.2   , 5.7   , 87.9   , 12    , 659   , 69.0   , 100.0   
978002,UQTR,0,5480,Récréologie, 53  , 71.7   , 92.1   , 2.6   , 2.6   , 2.6   , 2.8   , 85.7   , 10    , 667   , 83.3   , 100.0   
978002,UQTR,0,5495,Philosophie, 6  , 83.3   , 40.0   , 0.0   , 60.0   , 0.0   , 0.0   , 0.0   ,-    ,-   ,-   , 100.0   
978002,UQTR,0,5590,"Français, en général, et français, langue maternelle", 17  , 70.6   , 25.0   , 8.3   , 66.7   , 0.0   , 25.0   , 100.0   , 2    , 741   , 33.3   , 75.0   
978002,UQTR,0,5704,Formation des enseignants au préscolaire et au primaire, 104  , 83.7   , 90.8   , 1.1   , 4.6   , 3.4   , 1.3   , 53.2   , 4    , 853   , 92.9   , 75.0   
978002,UQTR,0,5705,Formation des enseignants spécialistes au primaire et au secondaire, 80  , 75.0   , 86.7   , 1.7   , 8.3   , 3.3   , 1.9   , 48.1   , 6    , 770   , 88.0   , 100.0   
978002,UQTR,0,5706,Formation des enseignants spécialistes en adaptation scolaire (orthopédagogie), 58  , 84.5   , 89.8   , 2.0   , 4.1   , 4.1   , 2.2   , 75.0   , 2    , 870   , 93.9   , 100.0   
978002,UQTR,0,5708,Formation des enseignants au secondaire, 65  , 63.1   , 85.4   , 2.4   , 7.3   , 4.9   , 2.8   , 74.3   , 2    , 858   , 96.2   , 66.7   
978002,UQTR,0,5800,Administration des affaires, 152  , 67.8   , 79.6   , 5.8   , 13.6   , 1.0   , 6.8   , 98.8   , 10    , 808   , 90.1   , 71.4   
978002,UQTR,0,5802,Comptabilité et sciences comptables, 123  , 70.7   , 89.7   , 2.3   , 8.0   , 0.0   , 2.5   , 96.2   , 5    , 769   , 94.7   , 71.4   
978002,UQTR,0,5902,"Arts plastiques (peinture, dessin, sculpture)", 21  , 61.9   , 76.9   , 0.0   , 23.1   , 0.0   , 0.0   , 70.0   , 3    , 841   , 57.1   , 66.7   
978002,UQTR,0,8000,Études plurisectorielles, 26  , 80.8   , 81.0   , 4.8   , 9.5   , 4.8   , 5.6   , 94.1   , 12    ,1 068   , 68.8   , 100.0   
978002,UQTR,1,5104,Sciences infirmières et nursing, 5  , 100.0   , 60.0   , 0.0   , 40.0   , 0.0   , 0.0   , 100.0   ,n.d.    ,1 778   , 66.7   , 50.0   
978002,UQTR,1,5215,Biophysique, 11  , 72.7   , 37.5   , 0.0   , 62.5   , 0.0   , 0.0   , 66.7   ,x    ,x   , 50.0   , 40.0   
978002,UQTR,1,5420,Psychologie, 24  , 70.8   , 47.1   , 0.0   , 52.9   , 0.0   , 0.0   , 75.0   , 9    ,1 154   , 100.0   , 100.0   
978002,UQTR,1,5470,Ethnologie et ethnographie, 6  , 66.7   , 75.0   , 0.0   , 25.0   , 0.0   , 0.0   , 66.7   ,x    ,x   , 100.0   , 100.0   
978002,UQTR,1,5473,Psychoéducation, 13  , 92.3   , 91.7   , 0.0   , 8.3   , 0.0   , 0.0   , 81.8   , 1    ,1 003   , 88.9   , 100.0   
978002,UQTR,1,5700,Études pluridisciplinaires en sciences de l'éducation, 15  , 80.0   , 58.3   , 16.7   , 16.7   , 8.3   , 22.2   , 42.9   ,n.d.    , 929   , 66.7   , 100.0   
978002,UQTR,1,5800,Administration des affaires, 54  , 64.8   , 97.1   , 0.0   , 2.9   , 0.0   , 0.0   , 97.1   , 9    , 896   , 97.0   , 100.0   
978002,UQTR,1,8000,Études plurisectorielles, 7  , 71.4   , 80.0   , 0.0   , 20.0   , 0.0   , 0.0   , 100.0   , 29    , 841   , 100.0   , 100.0   
978002,UQTR,1,8076,Environnement (qualité du milieu et pollution), 9  , 100.0   , 88.9   , 0.0   , 11.1   , 0.0   , 0.0   , 100.0   , 9    , 883   , 75.0   , 100.0   
978003,UQAC,0,5104,Sciences infirmières et nursing, 65  , 80.0   , 92.3   , 0.0   , 3.8   , 3.8   , 0.0   , 93.8   , 14    ,1 105   , 88.9   , 100.0   
978003,UQAC,0,5200,Sciences biologiques, 23  , 73.9   , 35.3   , 5.9   , 58.8   , 0.0   , 14.3   , 83.3   , 1    , 700   , 40.0   , 80.0   
978003,UQAC,0,5340,Sciences de l'informatique, 29  , 75.9   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 86.4   , 10    , 816   , 84.2   ,-   
978003,UQAC,0,5359,"Génie électrique, électronique et des communications", 12  , 75.0   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 88.9   , 27    ,1 033   , 75.0   ,-   
978003,UQAC,0,5420,Psychologie, 50  , 78.0   , 30.8   , 2.6   , 64.1   , 2.6   , 7.7   , 66.7   , 7    , 721   , 50.0   , 84.0   
978003,UQAC,0,5435,Histoire, 12  , 83.3   , 40.0   , 10.0   , 50.0   , 0.0   , 20.0   , 75.0   , 7    , 692   , 0.0   , 40.0   
978003,UQAC,0,5477,Service social, 62  , 66.1   , 87.8   , 4.9   , 4.9   , 2.4   , 5.3   , 83.3   , 3    , 911   , 96.7   , 100.0   
978003,UQAC,0,5590,"Français, en général, et français, langue maternelle", 8  , 75.0   , 33.3   , 0.0   , 66.7   , 0.0   , 0.0   , 0.0   ,-    ,-   ,-   , 75.0   
978003,UQAC,0,5704,Formation des enseignants au préscolaire et au primaire, 70  , 75.7   , 90.6   , 0.0   , 3.8   , 5.7   , 0.0   , 45.8   , 4    , 755   , 90.9   , 50.0   
978003,UQAC,0,5705,Formation des enseignants spécialistes au primaire et au secondaire, 57  , 73.7   , 81.0   , 4.8   , 9.5   , 4.8   , 5.6   , 52.9   , 12    , 748   , 94.4   , 75.0   
978003,UQAC,0,5706,Formation des enseignants spécialistes en adaptation scolaire (orthopédagogie), 26  , 73.1   , 84.2   , 5.3   , 10.5   , 0.0   , 5.9   , 37.5   , 1    , 736   , 100.0   , 100.0   
978003,UQAC,0,5708,Formation des enseignants au secondaire, 51  , 78.4   , 90.0   , 0.0   , 5.0   , 5.0   , 0.0   , 55.6   , 2    , 897   , 90.0   , 50.0   
978003,UQAC,0,5800,Administration des affaires, 85  , 67.1   , 80.7   , 3.5   , 14.0   , 1.8   , 4.2   , 95.7   , 13    , 817   , 79.5   , 87.5   
978003,UQAC,0,5802,Comptabilité et sciences comptables, 34  , 79.4   , 88.9   , 0.0   , 7.4   , 3.7   , 0.0   , 100.0   , 6    , 748   , 100.0   , 50.0   
978003,UQAC,0,5888,Études pluridisciplinaires en administration, 10  , 90.0   , 66.7   , 0.0   , 33.3   , 0.0   , 0.0   , 83.3   , 13    , 639   , 60.0   , 33.3   
978003,UQAC,0,5900,Beaux-arts et arts appliqués, 23  , 60.9   , 57.1   , 0.0   , 35.7   , 7.1   , 0.0   , 62.5   , 5    , 443   , 80.0   , 100.0   
978003,UQAC,1,5300,Ressources naturelles, 8  , 75.0   , 83.3   , 0.0   , 16.7   , 0.0   , 0.0   , 80.0   , 4    ,1 036   , 100.0   , 0.0   
978003,UQAC,1,5444,Études urbaines, 7  , 85.7   , 83.3   , 0.0   , 16.7   , 0.0   , 0.0   , 100.0   , 12    , 844   , 60.0   , 100.0   
978003,UQAC,1,5700,Études pluridisciplinaires en sciences de l'éducation, 5  , 100.0   , 80.0   , 0.0   , 20.0   , 0.0   , 0.0   , 100.0   , 1    ,1 481   , 100.0   , 100.0   
978003,UQAC,1,5806,Gestion et administration des entreprises, 24  , 66.7   , 93.8   , 0.0   , 0.0   , 6.3   , 0.0   , 100.0   , 5    ,1 568   , 73.3   ,-   
978003,UQAC,1,5902,"Arts plastiques (peinture, dessin, sculpture)", 5  , 100.0   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 100.0   , 2    , 558   , 60.0   ,-   
978004,UQAR,0,5104,Sciences infirmières et nursing, 149  , 73.8   , 96.4   , 0.0   , 1.8   , 1.8   , 0.0   , 91.5   , 1    ,1 135   , 94.8   , 100.0   
978004,UQAR,0,5200,Sciences biologiques, 44  , 77.3   , 17.6   , 8.8   , 70.6   , 2.9   , 33.3   , 100.0   , 14    , 476   , 33.3   , 91.7   
978004,UQAR,0,5360,Génie mécanique, 8  , 75.0   , 66.7   , 0.0   , 33.3   , 0.0   , 0.0   , 100.0   , 26    , 897   , 100.0   , 100.0   
978004,UQAR,0,5435,Histoire, 8  , 75.0   , 50.0   , 0.0   , 33.3   , 16.7   , 0.0   , 100.0   , 10    ,1 381   , 0.0   , 50.0   
978004,UQAR,0,5436,Géographie, 14  , 85.7   , 41.7   , 0.0   , 58.3   , 0.0   , 0.0   , 80.0   , 22    , 722   , 50.0   , 85.7   
978004,UQAR,0,5478,Animation sociale ou communautaire, 13  , 69.2   , 55.6   , 0.0   , 22.2   , 22.2   , 0.0   , 100.0   , 2    , 570   , 100.0   , 50.0   
978004,UQAR,0,5704,Formation des enseignants au préscolaire et au primaire, 129  , 76.7   , 87.9   , 1.0   , 6.1   , 5.1   , 1.1   , 46.0   , 1    , 771   , 95.0   , 83.3   
978004,UQAR,0,5706,Formation des enseignants spécialistes en adaptation scolaire (orthopédagogie), 95  , 85.3   , 86.4   , 3.7   , 9.9   , 0.0   , 4.1   , 72.9   , 4    , 763   , 88.2   , 87.5   
978004,UQAR,0,5708,Formation des enseignants au secondaire, 33  , 90.9   , 80.0   , 0.0   , 16.7   , 3.3   , 0.0   , 70.8   , 2    , 865   , 100.0   , 80.0   
978004,UQAR,0,5800,Administration des affaires, 105  , 63.8   , 92.5   , 0.0   , 7.5   , 0.0   , 0.0   , 96.8   , 6    , 921   , 85.0   , 100.0   
978004,UQAR,0,5802,Comptabilité et sciences comptables, 80  , 77.5   , 95.2   , 1.6   , 3.2   , 0.0   , 1.7   , 100.0   , 4    , 853   , 96.6   , 100.0   
978004,UQAR,0,5888,Études pluridisciplinaires en administration, 10  , 70.0   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 100.0   , 17    ,1 109   , 57.1   ,-   
978004,UQAR,1,5200,Sciences biologiques, 11  , 72.7   , 50.0   , 0.0   , 37.5   , 12.5   , 0.0   , 100.0   , 1    , 883   , 50.0   , 100.0   
978004,UQAR,1,5249,Océanographie, 14  , 85.7   , 50.0   , 16.7   , 33.3   , 0.0   , 25.0   , 83.3   , 15    , 834   , 80.0   , 100.0   
978004,UQAR,1,5444,Études urbaines, 16  , 75.0   , 66.7   , 8.3   , 25.0   , 0.0   , 11.1   , 100.0   , 19    ,1 107   , 75.0   , 66.7   
978004,UQAR,1,5590,"Français, en général, et français, langue maternelle", 6  , 100.0   , 66.7   , 16.7   , 16.7   , 0.0   , 20.0   , 100.0   , 10    , 581   , 75.0   , 100.0   
978005,UQO,0,5104,Sciences infirmières et nursing, 141  , 63.1   , 93.3   , 0.0   , 3.4   , 3.4   , 0.0   , 86.7   , 2    ,1 177   , 91.7   , 100.0   
978005,UQO,0,5340,Sciences de l'informatique, 11  , 81.8   , 88.9   , 0.0   , 11.1   , 0.0   , 0.0   , 87.5   , 2    , 963   , 100.0   , 100.0   
978005,UQO,0,5410,Communications et journalisme, 30  , 56.7   , 70.6   , 5.9   , 17.6   , 5.9   , 7.7   , 75.0   , 14    , 950   , 66.7   , 33.3   
978005,UQO,0,5420,Psychologie, 5  , 100.0   , 0.0   , 0.0   , 100.0   , 0.0   ,-   ,-   ,-    ,-   ,-   , 80.0   
978005,UQO,0,5437,Sciences politiques, 18  , 83.3   , 26.7   , 13.3   , 46.7   , 13.3   , 33.3   , 100.0   , 16    ,1 160   , 50.0   , 85.7   
978005,UQO,0,5438,Sociologie, 8  , 75.0   , 50.0   , 0.0   , 50.0   , 0.0   , 0.0   , 66.7   ,x    ,x   , 50.0   , 100.0   
978005,UQO,0,5473,Psychoéducation, 63  , 73.0   , 67.4   , 4.3   , 19.6   , 8.7   , 6.1   , 93.5   , 2    , 856   , 89.7   , 88.9   
978005,UQO,0,5477,Service social, 74  , 66.2   , 89.8   , 0.0   , 4.1   , 6.1   , 0.0   , 88.6   , 2    , 850   , 94.9   , 100.0   
978005,UQO,0,5571,Traduction, 16  , 62.5   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 70.0   , 6    , 959   , 100.0   ,-   
978005,UQO,0,5704,Formation des enseignants au préscolaire et au primaire, 64  , 79.7   , 96.1   , 2.0   , 0.0   , 2.0   , 2.0   , 89.8   , 3    , 802   , 88.6   ,-   
978005,UQO,0,5708,Formation des enseignants au secondaire, 31  , 61.3   , 94.7   , 0.0   , 5.3   , 0.0   , 0.0   , 94.4   , 3    , 818   , 100.0   , 0.0   
978005,UQO,0,5800,Administration des affaires, 93  , 66.7   , 82.3   , 3.2   , 8.1   , 6.5   , 3.8   , 100.0   , 15    ,1 000   , 86.3   , 60.0   
978005,UQO,0,5802,Comptabilité et sciences comptables, 67  , 64.2   , 88.4   , 0.0   , 11.6   , 0.0   , 0.0   , 97.4   , 7    ,1 032   , 94.6   , 100.0   
978005,UQO,0,5815,Gestion du personnel, 15  , 60.0   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 100.0   , 11    ,1 183   , 77.8   ,-   
978005,UQO,0,5902,"Arts plastiques (peinture, dessin, sculpture)", 38  , 55.3   , 85.7   , 9.5   , 4.8   , 0.0   , 10.0   , 88.9   , 5    , 637   , 68.8   , 100.0   
978005,UQO,1,5473,Psychoéducation, 19  , 63.2   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 91.7   , 2    , 933   , 100.0   ,-   
978006,UQAT,0,5104,Sciences infirmières et nursing, 34  , 82.4   , 89.3   , 0.0   , 10.7   , 0.0   , 0.0   , 80.0   , 1    ,1 124   , 95.0   , 100.0   
978006,UQAT,0,5473,Psychoéducation, 16  , 62.5   , 50.0   , 0.0   , 40.0   , 10.0   , 0.0   , 80.0   , 2    , 846   , 100.0   , 100.0   
978006,UQAT,0,5477,Service social, 73  , 71.2   , 90.4   , 1.9   , 1.9   , 5.8   , 2.1   , 87.2   , 2    , 931   , 97.6   , 100.0   
978006,UQAT,0,5704,Formation des enseignants au préscolaire et au primaire, 64  , 73.4   , 85.1   , 2.1   , 2.1   , 10.6   , 2.4   , 70.0   , 2    , 794   , 96.4   , 100.0   
978006,UQAT,0,5708,Formation des enseignants au secondaire, 20  , 80.0   , 81.3   , 0.0   , 0.0   , 18.8   , 0.0   , 69.2   , 4    , 733   , 88.9   ,-   
978006,UQAT,0,5800,Administration des affaires, 20  , 70.0   , 78.6   , 0.0   , 21.4   , 0.0   , 0.0   , 100.0   , 5    , 817   , 90.9   , 100.0   
978006,UQAT,0,5802,Comptabilité et sciences comptables, 20  , 80.0   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 100.0   , 1    , 745   , 100.0   ,-   
978007,ENAP,0,5880,Administration publique, 280  , 62.1   , 90.8   , 1.7   , 3.4   , 4.0   , 1.9   , 97.5   , 13    ,1 375   , 79.9   , 100.0   
978010,ETS,0,5340,Sciences de l'informatique, 88  , 68.2   , 93.3   , 0.0   , 5.0   , 1.7   , 0.0   , 98.2   , 6    ,1 004   , 96.4   , 100.0   
978010,ETS,0,5358,"Génie civil, de la construction et du transport", 104  , 64.4   , 95.5   , 0.0   , 3.0   , 1.5   , 0.0   , 100.0   , 3    ,1 054   , 96.9   , 100.0   
978010,ETS,0,5359,"Génie électrique, électronique et des communications", 199  , 70.4   , 85.7   , 2.1   , 12.1   , 0.0   , 2.4   , 99.2   , 11    ,1 040   , 89.9   , 100.0   
978010,ETS,0,5360,Génie mécanique, 176  , 67.6   , 82.4   , 1.7   , 14.3   , 1.7   , 2.0   , 99.0   , 13    ,1 052   , 89.7   , 94.1   
978010,ETS,0,5363,Génie industriel et administratif, 107  , 72.9   , 85.9   , 3.8   , 9.0   , 1.3   , 4.3   , 94.0   , 13    , 999   , 87.3   , 71.4   
978010,ETS,1,5358,"Génie civil, de la construction et du transport", 19  , 68.4   , 100.0   , 0.0   , 0.0   , 0.0   , 0.0   , 92.3   , 29    ,1 263   , 91.7   ,-   
